sira,kelime,artikel,cogul,genitiv_tekil,frekans,coklu_anlam_uyari
11359,Donnerschlag,der,Donnerschläge,Donnerschlages,82,
11360,Countess,die,-,Countess,82,
11361,Hoffnungslosigkeit,die,-,Hoffnungslosigkeit,82,
11362,Funksignal,das,Funksignale,Funksignals,82,
11363,Controller,der,Controller,Controllers,82,
11364,Poltergeist,der,Poltergeister,Poltergeists,82,
11365,Zeta,das,Zetas,Zeta,82,
11366,Seefahrt,die,Seefahrten,Seefahrt,82,
11367,Chiffre,die,Chiffren,Chiffre,82,
11368,Vernachlässigung,die,Vernachlässigungen,Vernachlässigung,82,
11369,Elysium,das,Elysien,Elysiums,82,
11370,Suaheli,der,-,Suaheli,82,
11371,Disput,der,Dispute,Disputes,82,
11372,Obacht,die,-,Obacht,82,
11373,Schutzpatron,der,Schutzpatrone,Schutzpatrons,82,
11374,Techno,der,-,Techno,82,
11375,Lauge,die,Laugen,Lauge,82,
11376,Felswand,die,Felswände,Felswand,82,
11377,Kelle,die,Kellen,Kelle,82,
11378,Entchen,das,Entchen,Entchens,81,
11379,Slipper,der,Slipper,Slippers,81,
11380,Glockenspiel,das,Glockenspiele,Glockenspiels,81,
11381,Hochland,das,-,Hochlandes,81,
11382,Bouquet,das,Bouquets,Bouquets,81,
11383,Festtag,der,Festtage,Festtages,81,
11384,Dekadenz,die,-,Dekadenz,81,
11385,DVD-Player,der,DVD-Player,DVD-Players,81,
11386,Beelzebub,der,-,-,81,
11387,Zipfel,der,Zipfel,Zipfels,81,
11388,Vertikale,die,-,-,81,
11389,Namensliste,die,Namenslisten,Namensliste,81,
11390,Frohsinn,der,-,Frohsinns,81,
11391,Nonsens,der,-,Nonsens,81,
11392,Fixierung,die,Fixierungen,Fixierung,81,
11393,Auslese,die,Auslesen,Auslese,81,
11394,Heizkörper,der,Heizkörper,Heizkörpers,81,
11395,Städter,der,Städter,Städters,81,
11396,Cancan,der,Cancans,Cancan,81,
11397,Slang,der,Slangs,Slangs,81,
11398,Zobel,der,Zobel,Zobels,81,
11399,Hakenzahn,der,Hakenzähne,Hakenzahnes,81,
11400,Torero,der,Toreros,Torero,81,
11401,Tonart,die,Tonarten,Tonart,81,
11402,Tombola,die,Tombolas,Tombola,81,
11403,Umschreibung,die,Umschreibungen,Umschreibung,81,
11404,Untergebene,die,-,-,81,
11405,Karabiner,der,Karabiner,Karabiners,81,
11406,Konzession,die,Konzessionen,Konzession,81,
11407,Gemeinwohl,das,-,Gemeinwohls,81,
11408,Negerin,die,Negerinnen,Negerin,81,
11409,Quantenphysik,die,-,Quantenphysik,81,
11410,Zauberformel,die,Zauberformeln,Zauberformel,81,
11411,Unreife,die,-,Unreife,81,
11412,Minotaurus,der,-,Minotaurus,81,
11413,Klassik,die,-,Klassik,81,
11414,Lappalie,die,Lappalien,Lappalie,81,
11415,Produktionsfirma,die,Produktionsfirmen,Produktionsfirma,81,
11416,Schulgelände,das,Schulgelände,Schulgeländes,81,
11417,Sodomie,die,-,Sodomie,81,
11418,Bärenhunger,der,-,Bärenhungers,81,
11419,Airbag,der,Airbags,Airbags,81,
11420,Richtlinie,die,Richtlinien,Richtlinie,81,
11421,Wohngegend,die,Wohngegenden,Wohngegend,81,
11422,Ausbrecher,der,Ausbrecher,Ausbrechers,81,
11423,Weinprobe,die,Weinproben,Weinprobe,81,
11424,Schwenk,der,-,Schwenks,81,
11425,Ratsmitglied,das,Ratsmitglieder,Ratsmitgliedes,81,
11426,Tacho,der,Tachos,Tachos,81,
11427,Schwätzchen,das,Schwätzchen,Schwätzchens,81,
11428,Sümmchen,das,Sümmchen,Sümmchens,81,
11429,Umsiedlung,die,Umsiedlungen,Umsiedlung,81,
11430,Lebenspartner,der,Lebenspartner,Lebenspartners,81,
11431,Bademeister,der,Bademeister,Bademeisters,81,
11432,Gotteshaus,das,Gotteshäuser,Gotteshauses,81,
11433,Symbolik,die,Symboliken,Symbolik,81,
11434,Schutzbrille,die,Schutzbrillen,Schutzbrille,81,
11435,Sexappeal,der,-,Sexappeals,81,
11436,Wettkämpfer,der,Wettkämpfer,Wettkämpfers,81,
11437,Verbeugung,die,Verbeugungen,Verbeugung,81,
11438,Bronchitis,die,Bronchitiden,Bronchitis,81,
11439,Leichenstarre,die,Leichenstarren,Leichenstarre,81,
11440,Liebesbeziehung,die,Liebesbeziehungen,Liebesbeziehung,81,
11441,Boarding,das,Boardings,Boardings,81,
11442,Weinstein,der,-,Weinsteins,81,
11443,Machtkampf,der,Machtkämpfe,Machtkampfes,81,
11444,Sonderbericht,der,Sonderberichte,Sonderberichts,81,
11445,Blaskapelle,die,Blaskapellen,Blaskapelle,81,
11446,Eigennutz,der,-,Eigennutzes,81,
11447,Heilungsprozess,der,Heilungsprozesse,Heilungsprozesses,81,
11448,Kinderlachen,das,-,Kinderlachens,81,
11449,Spezialistin,die,Spezialistinnen,Spezialistin,81,
11450,Schachbrett,das,Schachbretter,Schachbrettes,81,
11451,Einser,der,Einser,Einsers,81,
11452,Marschbefehl,der,Marschbefehle,Marschbefehles,81,
11453,Onkologie,die,Onkologien,Onkologie,81,
11454,Vorstandsmitglied,das,Vorstandsmitglieder,Vorstandsmitglieds,81,
11455,Opal,der,Opale,Opals,81,
11456,Schlafzimmerfenster,das,Schlafzimmerfenster,Schlafzimmerfensters,80,
11457,Henkel,der,Henkel,Henkels,80,
11458,Grundregel,die,Grundregeln,Grundregel,80,
11459,Hypochonder,der,Hypochonder,Hypochonders,80,
11460,Entblößen,das,-,Entblößens,80,
11461,Ziegenmilch,die,-,Ziegenmilch,80,
11462,Gaukler,der,Gaukler,Gauklers,80,
11463,Kundendienst,der,Kundendienste,Kundendiensts,80,
11464,Feuerstein,der,Feuersteine,Feuersteins,80,
11465,Remake,das,Remakes,Remakes,80,
11466,Seitensprung,der,Seitensprünge,Seitensprungs,80,
11467,Zuwachs,der,Zuwächse,Zuwachses,80,
11468,Syrer,der,Syrer,Syrers,80,
11469,Südsee,die,-,Südsee,80,
11470,Raumfähre,die,Raumfähren,Raumfähre,80,
11471,Gipfeltreffen,das,Gipfeltreffen,Gipfeltreffens,80,
11472,Indiskretion,die,Indiskretionen,Indiskretion,80,
11473,Skilaufen,das,-,Skilaufens,80,
11474,Gabelung,die,Gabelungen,Gabelung,80,
11475,Laufwerk,das,Laufwerke,Laufwerks,80,
11476,Zeitkapsel,die,Zeitkapseln,Zeitkapsel,80,
11477,Trommler,der,Trommler,Trommlers,80,
11478,Sterbender,der,-,-,80,
11479,Tutu,das,Tutus,Tutu,80,
11480,Tierwelt,die,Tierwelten,Tierwelt,80,
11481,Angabe,die,Angaben,Angabe,80,
11482,Geschichtsbuch,das,Geschichtsbücher,Geschichtsbuches,80,
11483,Privatgelände,das,Privatgelände,Privatgeländes,80,
11484,Zugfahrt,die,Zugfahrten,Zugfahrt,80,
11485,Schweigeminute,die,Schweigeminuten,Schweigeminute,80,
11486,Hochspannung,die,Hochspannungen,Hochspannung,80,
11487,Hafenarbeiter,der,Hafenarbeiter,Hafenarbeiters,80,
11488,Leichenschmaus,der,Leichenschmäuse,Leichenschmauses,80,
11489,Sonntagnachmittag,der,Sonntagnachmittage,Sonntagnachmittags,80,
11490,Kopfzerbrechen,das,-,Kopfzerbrechens,80,
11491,Sachlage,die,Sachlagen,Sachlage,80,
11492,Mem,das,Meme,Mems,80,
11493,Werkzeugkiste,die,Werkzeugkisten,Werkzeugkiste,80,
11494,Beobachtungsgabe,die,-,Beobachtungsgabe,80,
11495,Saftladen,der,Saftläden,Saftladens,80,
11496,Teenie,der,Teenies,Teenies,80,
11497,Telefonkonferenz,die,Telefonkonferenzen,Telefonkonferenz,80,
11498,Linde,die,Linden,Linde,80,
11499,Schaffung,die,-,Schaffung,80,
11500,Staatsmann,der,Staatsmänner,Staatsmannes,80,
11501,Rülpser,der,Rülpser,Rülpsers,80,
11502,Fastfood,das,Fastfoods,Fastfood,80,
11503,Mikrophon,das,Mikrophone,Mikrophons,80,
11504,Mieterin,die,Mieterinnen,Mieterin,80,
11505,Straffreiheit,die,Straffreiheiten,Straffreiheit,80,
11506,Warteschlange,die,Warteschlangen,Warteschlange,80,
11507,Seiteneingang,der,Seiteneingänge,Seiteneinganges,80,
11508,Farmhaus,das,Farmhäuser,Farmhauses,80,
11509,Anpfiff,der,Anpfiffe,Anpfiffs,80,
11510,Granatwerfer,der,Granatwerfer,Granatwerfers,80,
11511,Polizeiakte,die,Polizeiakten,Polizeiakte,80,
11512,Jagdgewehr,das,Jagdgewehre,Jagdgewehres,80,
11513,Fastenzeit,die,Fastenzeiten,Fastenzeit,80,
11514,Stativ,das,Stative,Stativs,80,
11515,Regler,der,Regler,Reglers,80,
11516,Promille,das,Promille,Promille,80,
11517,Messlatte,die,Messlatten,Messlatte,80,
11518,Rassel,die,Rasseln,Rassel,80,
11519,Resolution,die,Resolutionen,Resolution,80,
11520,Trapez,das,Trapeze,Trapezes,80,
11521,Kindermörder,der,Kindermörder,Kindermörders,80,
11522,Seeluft,die,-,Seeluft,80,
11523,Gummistiefel,der,Gummistiefel,Gummistiefels,80,
11524,Vogelhaus,das,Vogelhäuser,Vogelhauses,80,
11525,Oktoberfest,das,Oktoberfeste,Oktoberfestes,80,
11526,Belehrung,die,Belehrungen,Belehrung,80,
11527,Fracking,das,-,Frackings,80,
11528,Freiheitsberaubung,die,Freiheitsberaubungen,Freiheitsberaubung,80,
11529,Grünkohl,der,Grünkohle,Grünkohles,80,
11530,CD-Player,der,CD-Player,CD-Players,80,
11531,Fußmatte,die,Fußmatten,Fußmatte,80,
11532,Motorradunfall,der,Motorradunfälle,Motorradunfalls,79,
11533,Muff,der,Muffe,Muffs,79,
11534,Schilddrüse,die,Schilddrüsen,Schilddrüse,79,
11535,Notgroschen,der,Notgroschen,Notgroschens,79,
11536,Zierde,die,Zierden,Zierde,79,
11537,Botaniker,der,Botaniker,Botanikers,79,
11538,Sammlerstück,das,Sammlerstücke,Sammlerstücks,79,
11539,Zitronensaft,der,Zitronensäfte,Zitronensaftes,79,
11540,Safran,der,Safrane,Safrans,79,
11541,Rettungsring,der,Rettungsringe,Rettungsringes,79,
11542,Stadthalle,die,Stadthallen,Stadthalle,79,
11543,Reinigungsmittel,das,Reinigungsmittel,Reinigungsmittels,79,
11544,Einvernehmen,das,-,Einvernehmens,79,
11545,Büroklammer,die,Büroklammern,Büroklammer,79,
11546,Herzrasen,das,-,Herzrasens,79,
11547,Aue,die,Auen,Aue,79,
11548,Umweltschutz,der,-,Umweltschutzes,79,
11549,Gruppensex,der,-,Gruppensex,79,
11550,Doge,der,Dogen,Dogen,79,
11551,Angriffsplan,der,Angriffspläne,Angriffsplanes,79,
11552,Karikatur,die,Karikaturen,Karikatur,79,
11553,Pfaffe,der,Pfaffen,Pfaffen,79,
11554,Fliegerei,die,-,Fliegerei,79,
11555,Weinkarte,die,Weinkarten,Weinkarte,79,
11556,Hänger,der,Hänger,Hängers,79,
11557,Schlawiner,der,Schlawiner,Schlawiners,79,
11558,Wellness,die,-,Wellness,79,
11559,Bergdorf,das,Bergdörfer,Bergdorfes,79,
11560,Palazzo,der,Palazzi,Palazzo,79,
11561,Anlegestelle,die,Anlegestellen,Anlegestelle,79,
11562,Puderzucker,der,-,Puderzuckers,79,
11563,D-Day,der,D-Days,D-Days,79,
11564,Kartoffelpüree,das,Kartoffelpürees,Kartoffelpürees,79,
11565,Geologie,die,-,Geologie,79,
11566,Angelrute,die,Angelruten,Angelrute,79,
11567,Hodensack,der,Hodensäcke,Hodensackes,79,
11568,Wiedereröffnung,die,Wiedereröffnungen,Wiedereröffnung,79,
11569,Salzsäure,die,-,Salzsäure,79,
11570,Sechsjährige,die,-,-,79,
11571,Effektivität,die,-,Effektivität,79,
11572,Schnapsidee,die,Schnapsideen,Schnapsidee,79,
11573,Schlafentzug,der,-,Schlafentzugs,79,
11574,Kopilot,der,Kopiloten,Kopiloten,79,
11575,Schriftstück,das,Schriftstücke,Schriftstückes,79,
11576,Korrespondent,der,Korrespondenten,Korrespondenten,79,
11577,Arno,der,-,Arno,79,
11578,Zauberkünstler,der,Zauberkünstler,Zauberkünstlers,79,
11579,Endzone,die,Endzonen,Endzone,79,
11580,Schuluniform,die,Schuluniformen,Schuluniform,79,
11581,Vierhundert,die,-,Vierhundert,79,
11582,Sabber,der,-,Sabbers,79,
11583,Gefolgsmann,der,-,Gefolgsmanns,79,
11584,Kanzlerin,die,Kanzlerinnen,Kanzlerin,79,
11585,Erderwärmung,die,Erderwärmungen,Erderwärmung,79,
11586,Schulung,die,Schulungen,Schulung,79,
11587,Gilde,die,Gilden,Gilde,79,
11588,Säuferin,die,Säuferinnen,Säuferin,79,
11589,Elfmeter,der,Elfmeter,Elfmeters,79,
11590,Rausschmiss,der,Rausschmisse,Rausschmisses,79,
11591,Lebensgefährtin,die,Lebensgefährtinnen,Lebensgefährtin,79,
11592,Zweigstelle,die,Zweigstellen,Zweigstelle,79,
11593,Beweisaufnahme,die,Beweisaufnahmen,Beweisaufnahme,79,
11594,Liane,die,Lianen,Liane,79,
11595,Tachykardie,die,-,Tachykardie,78,
11596,Synonym,das,-,Synonyms,78,
11597,Fernbeziehung,die,Fernbeziehungen,Fernbeziehung,78,
11598,Tagelöhner,der,Tagelöhner,Tagelöhners,78,
11599,Tafelrunde,die,Tafelrunden,Tafelrunde,78,
11600,Überlieferung,die,Überlieferungen,Überlieferung,78,
11601,Vitalität,die,-,Vitalität,78,
11602,Droschke,die,Droschken,Droschke,78,
11603,Lauch,der,-,Lauchs,78,"EVET - iki farkli cinsiyeti var, kontrol et"
11604,Krebsgeschwür,das,Krebsgeschwüre,Krebsgeschwüres,78,
11605,Reanimation,die,Reanimationen,Reanimation,78,
11606,Kohlkopf,der,Kohlköpfe,Kohlkopfes,78,
11607,Fahrschule,die,Fahrschulen,Fahrschule,78,
11608,Spiritualität,die,-,Spiritualität,78,
11609,Aufschneider,der,Aufschneider,Aufschneiders,78,
11610,Armreif,der,Armreife,Armreifes,78,
11611,Rollschuh,der,Rollschuhe,Rollschuhs,78,
11612,Rosengarten,der,Rosengärten,Rosengartens,78,
11613,Menstruation,die,Menstruationen,Menstruation,78,
11614,Geek,der,Geeks,Geeks,78,
11615,Meinungsfreiheit,die,Meinungsfreiheiten,Meinungsfreiheit,78,
11616,Biowaffe,die,Biowaffen,Biowaffe,78,
11617,Netzhaut,die,Netzhäute,Netzhaut,78,
11618,Mucke,die,Mucken,Mucke,78,
11619,Translation,die,Translationen,Translation,78,
11620,Schürhaken,der,Schürhaken,Schürhakens,78,
11621,Frauenhaus,das,Frauenhäuser,Frauenhauses,78,
11622,Mutterland,das,Mutterländer,Mutterlands,78,
11623,Speiseplan,der,Speisepläne,Speiseplanes,78,
11624,Wampe,die,Wampen,Wampe,78,
11625,Körperwärme,die,-,Körperwärme,78,
11626,Rarität,die,Raritäten,Rarität,78,
11627,Concha,die,Conchae,Concha,78,
11628,Gegnerin,die,Gegnerinnen,Gegnerin,78,
11629,Fed,die,-,Fed,78,
11630,Clinch,der,-,Clinchs,78,
11631,Frühjahrsputz,der,-,Frühjahrsputzes,78,
11632,Eisdiele,die,Eisdielen,Eisdiele,78,
11633,Schuhmacher,der,Schuhmacher,Schuhmachers,78,
11634,Machtwort,das,Machtworte,Machtworts,78,
11635,Kindersitz,der,Kindersitze,Kindersitzes,78,
11636,Geheimbund,der,Geheimbünde,Geheimbundes,78,
11637,Geheimfach,das,Geheimfächer,Geheimfaches,78,
11638,Mahagoni,das,-,Mahagonis,78,
11639,Harsch,der,-,Harschs,78,
11640,Liebesszene,die,Liebesszenen,Liebesszene,78,
11641,Bindeglied,das,Bindeglieder,Bindegliedes,78,
11642,Klavierspielen,das,-,Klavierspielens,78,
11643,Eizelle,die,Eizellen,Eizelle,78,
11644,Todfeind,der,Todfeinde,Todfeindes,78,
11645,Attentäterin,die,Attentäterinnen,Attentäterin,78,
11646,Authentizität,die,-,Authentizität,78,
11647,Gros,das,Grosse,Grosses,78,"EVET - iki farkli cinsiyeti var, kontrol et"
11648,Slash,der,-,Slashs,78,
11649,Rückhalt,der,Rückhalte,Rückhaltes,78,
11650,Facharzt,der,Fachärzte,Facharztes,78,
11651,Brutstätte,die,Brutstätten,Brutstätte,78,
11652,Vorspann,der,Vorspanne,Vorspanns,78,
11653,Mulch,der,Mulche,Mulches,78,
11654,Verzichtserklärung,die,Verzichtserklärungen,Verzichtserklärung,78,
11655,Stage,die,Stages,Stage,78,
11656,Lenker,der,Lenker,Lenkers,78,
11657,Simsalabim,das,-,Simsalabims,78,
11658,Unmöglichkeit,die,Unmöglichkeiten,Unmöglichkeit,78,
11659,Ehrgefühl,das,Ehrgefühle,Ehrgefühles,78,
11660,Döner,der,Döner,Döners,78,
11661,Stromquelle,die,Stromquellen,Stromquelle,78,
11662,Azur,der,-,Azurs,78,
11663,Geologe,der,Geologen,Geologen,78,
11664,Verführerin,die,Verführerinnen,Verführerin,78,
11665,Hofnarr,der,Hofnarren,Hofnarren,78,
11666,Couchtisch,der,Couchtische,Couchtischs,78,
11667,Geschäftspartnerin,die,Geschäftspartnerinnen,Geschäftspartnerin,78,
11668,Anklagepunkt,der,Anklagepunkte,Anklagepunktes,78,
11669,Vorzeichen,das,Vorzeichen,Vorzeichens,78,
11670,Dörrfleisch,das,-,Dörrfleisches,78,
11671,Combo,die,Combos,Combo,78,
11672,Eintracht,die,-,Eintracht,78,
11673,Wunschliste,die,Wunschlisten,Wunschliste,78,
11674,Diözese,die,Diözesen,Diözese,78,
11675,Versuchsperson,die,Versuchspersonen,Versuchsperson,78,
11676,Luftballon,der,-,Luftballons,78,
11677,Variation,die,Variationen,Variation,78,
11678,Halteverbot,das,Halteverbote,Halteverbots,78,
11679,Tatbestand,der,Tatbestände,Tatbestandes,78,
11680,Manege,die,Manegen,Manege,78,
11681,Thronsaal,der,Thronsäle,Thronsaales,78,
11682,Gummiband,das,Gummibänder,Gummibands,77,
11683,SM,der,-,SM,77,
11684,Cowboyhut,der,Cowboyhüte,Cowboyhutes,77,
11685,Broccoli,der,-,Broccoli,77,
11686,Menschengestalt,die,Menschengestalten,Menschengestalt,77,
11687,Kutter,der,Kutter,Kutters,77,
11688,Sortiment,das,Sortimente,Sortiments,77,
11689,Zweifelsfall,der,Zweifelsfälle,Zweifelsfalles,77,
11690,Ansichtssache,die,Ansichtssachen,Ansichtssache,77,
11691,Raubmord,der,Raubmorde,Raubmordes,77,
11692,Lieblingssendung,die,Lieblingssendungen,Lieblingssendung,77,
11693,Lieblingssohn,der,Lieblingssöhne,Lieblingssohnes,77,
11694,Butterbrot,das,Butterbrote,Butterbrots,77,
11695,Hosenstall,der,Hosenställe,Hosenstalles,77,
11696,Königinmutter,die,Königinmütter,Königinmutter,77,
11697,Fischfutter,das,-,Fischfutters,77,
11698,Örtchen,das,Örtchen,Örtchens,77,
11699,Schulmeister,der,Schulmeister,Schulmeisters,77,
11700,Erdkunde,die,-,Erdkunde,77,
11701,Pixel,das,Pixel,Pixels,77,
11702,Troubadour,der,-,Troubadours,77,
11703,Aufschnitt,der,-,Aufschnitts,77,
11704,Kloake,die,Kloaken,Kloake,77,
11705,Zehe,die,Zehen,Zehe,77,
11706,Basketballspieler,der,Basketballspieler,Basketballspielers,77,
11707,Lotse,der,Lotsen,Lotsen,77,
11708,Layout,das,Layouts,Layouts,77,
11709,Spielball,der,Spielbälle,Spielballes,77,
11710,Fahnenmast,der,-,Fahnenmasts,77,
11711,Bürokrat,der,Bürokraten,Bürokraten,77,
11712,Lusche,die,Luschen,Lusche,77,
11713,Fiedel,die,Fiedeln,Fiedel,77,
11714,Blütezeit,die,Blütezeiten,Blütezeit,77,
11715,Aufleuchten,das,-,Aufleuchtens,77,
11716,Kniff,der,Kniffe,Kniffes,77,
11717,Eigelb,das,Eigelbe,Eigelbs,77,
11718,Himalaja,der,-,Himalaja,77,
11719,Kindergeschrei,das,-,Kindergeschreis,77,
11720,Hüterin,die,Hüterinnen,Hüterin,77,
11721,Heerführer,der,Heerführer,Heerführers,77,
11722,Pluspunkt,der,Pluspunkte,Pluspunkts,77,
11723,Spin,der,Spins,Spins,77,
11724,Verlockung,die,Verlockungen,Verlockung,77,
11725,Koriander,der,Koriander,Korianders,77,
11726,Fußnote,die,Fußnoten,Fußnote,77,
11727,Lastwagenfahrer,der,Lastwagenfahrer,Lastwagenfahrers,77,
11728,Rechtsprechung,die,Rechtsprechungen,Rechtsprechung,77,
11729,Schutzanzug,der,Schutzanzüge,Schutzanzuges,77,
11730,Thermoskanne,die,Thermoskannen,Thermoskanne,77,
11731,Glaser,der,Glaser,Glasers,77,
11732,Protestant,der,Protestanten,Protestanten,77,
11733,Privatflugzeug,das,Privatflugzeuge,Privatflugzeuges,77,
11734,Talmud,der,-,Talmud,77,
11735,Vetternwirtschaft,die,-,Vetternwirtschaft,77,
11736,Testfahrt,die,Testfahrten,Testfahrt,77,
11737,Transformator,der,Transformatoren,Transformators,77,
11738,Sedativum,das,Sedativa,Sedativums,77,
11739,Heilbutt,der,Heilbutte,Heilbutts,77,
11740,Flaggschiff,das,Flaggschiffe,Flaggschiffes,77,
11741,Peso,der,-,Peso,77,
11742,Rack,das,Racks,Racks,77,
11743,Tapferkeitsmedaille,die,Tapferkeitsmedaillen,Tapferkeitsmedaille,77,
11744,Voraussicht,die,Voraussichten,Voraussicht,77,
11745,Expertise,die,Expertisen,Expertise,77,
11746,Gastronomie,die,Gastronomien,Gastronomie,77,
11747,Besäufnis,das,Besäufnisse,Besäufnisses,77,
11748,Uzi,die,Uzis,Uzi,77,
11749,Reiseziel,das,Reiseziele,Reisezieles,77,
11750,Fünfjährige,die,-,-,77,
11751,Uhu,der,Uhus,Uhus,77,
11752,Schippe,die,Schippen,Schippe,77,
11753,Eyeliner,der,Eyeliner,Eyeliners,77,
11754,Ladentisch,der,Ladentische,Ladentisches,77,
11755,Möbelpacker,der,Möbelpacker,Möbelpackers,77,
11756,Bienchen,das,Bienchen,Bienchens,77,
11757,Bilderrahmen,der,Bilderrahmen,Bilderrahmens,77,
11758,Bim,die,Bims,Bim,77,
11759,Tigerin,die,Tigerinnen,Tigerin,77,
11760,Kursänderung,die,Kursänderungen,Kursänderung,77,
11761,Teammitglied,das,Teammitglieder,Teammitglieds,77,
11762,Saphir,der,Saphire,Saphirs,77,
11763,Gedenkgottesdienst,der,Gedenkgottesdienste,Gedenkgottesdiensts,77,
11764,Bedienungsanleitung,die,Bedienungsanleitungen,Bedienungsanleitung,77,
11765,Verhütungsmittel,das,Verhütungsmittel,Verhütungsmittels,77,
11766,Schleudersitz,der,Schleudersitze,Schleudersitzes,77,
11767,Amazone,die,Amazonen,Amazone,77,
11768,Geldverdienen,das,-,Geldverdienens,76,
11769,Zwieback,der,-,Zwiebacks,76,
11770,Klavierunterricht,der,-,Klavierunterrichtes,76,
11771,Martinshorn,das,Martinshörner,Martinshornes,76,
11772,Landarbeiter,der,Landarbeiter,Landarbeiters,76,
11773,Samstagnacht,die,Samstagnächte,Samstagnacht,76,
11774,Notstrom,der,-,Notstroms,76,
11775,Rendite,die,Renditen,Rendite,76,
11776,Affekt,der,Affekte,Affektes,76,
11777,Bestandsaufnahme,die,Bestandsaufnahmen,Bestandsaufnahme,76,
11778,Brutkasten,der,-,Brutkastens,76,
11779,Hippo,der,Hippos,Hippos,76,
11780,Todeskampf,der,Todeskämpfe,Todeskampfs,76,
11781,Dutchman,der,Dutchmen,Dutchmans,76,
11782,Ladefläche,die,Ladeflächen,Ladefläche,76,
11783,Hotelbar,die,Hotelbars,Hotelbar,76,
11784,Feuerwasser,das,-,Feuerwassers,76,
11785,Ambiente,das,-,Ambientes,76,
11786,Profiler,der,Profiler,Profilers,76,
11787,Wimperntusche,die,Wimperntuschen,Wimperntusche,76,
11788,Fluchtgefahr,die,-,Fluchtgefahr,76,
11789,Kaffeebecher,der,Kaffeebecher,Kaffeebechers,76,
11790,Blender,der,Blender,Blenders,76,
11791,Führerin,die,Führerinnen,Führerin,76,
11792,Chefetage,die,Chefetagen,Chefetage,76,
11793,Sepsis,die,Sepsen,Sepsis,76,
11794,Morbus,der,Morbi,Morbus,76,
11795,Trilogie,die,Trilogien,Trilogie,76,
11796,Geröll,das,Gerölle,Gerölls,76,
11797,Zeitungsjunge,der,Zeitungsjungen,Zeitungsjungen,76,
11798,Zeitzone,die,Zeitzonen,Zeitzone,76,
11799,Pfarrei,die,Pfarreien,Pfarrei,76,
11800,Signalhorn,das,Signalhörner,Signalhornes,76,
11801,Kraftstoff,der,Kraftstoffe,Kraftstoffes,76,
11802,Schober,der,Schober,Schobers,76,
11803,Abtransport,der,Abtransporte,Abtransports,76,
11804,Narzissmus,der,Narzissmen,Narzissmus,76,
11805,Regenwasser,das,-,Regenwassers,76,
11806,Menschenkenner,der,Menschenkenner,Menschenkenners,76,
11807,Vertragsbruch,der,Vertragsbrüche,Vertragsbruches,76,
11808,Fernfahrer,der,Fernfahrer,Fernfahrers,76,
11809,Handelsabkommen,das,Handelsabkommen,Handelsabkommens,76,
11810,Konstitution,die,Konstitutionen,Konstitution,76,
11811,Kästen,die,Kästen,Kästen,76,
11812,Microsoft,das,-,Microsofts,76,
11813,Schwips,der,Schwipse,Schwipses,76,
11814,Ödipus,der,-,-,76,
11815,Greenhorn,das,Greenhorns,Greenhorns,76,
11816,Entladung,die,Entladungen,Entladung,76,
11817,Zurschaustellung,die,Zurschaustellungen,Zurschaustellung,76,
11818,Zunahme,die,Zunahmen,Zunahme,76,
11819,Sopran,der,Soprane,Soprans,76,
11820,Nachttopf,der,Nachttöpfe,Nachttopfes,76,
11821,Verweigerung,die,Verweigerungen,Verweigerung,76,
11822,Location,die,Locations,Location,76,
11823,Blödheit,die,Blödheiten,Blödheit,76,
11824,Boxenstopp,der,Boxenstopps,Boxenstopps,76,
11825,Stahlwerk,das,Stahlwerke,Stahlwerkes,76,
11826,Bürgerpflicht,die,Bürgerpflichten,Bürgerpflicht,76,
11827,Heuert,der,Heuerte,Heuerts,76,
11828,Hörsaal,der,Hörsäle,Hörsaales,76,
11829,Spinnerin,die,Spinnerinnen,Spinnerin,76,
11830,Gutenachtgeschichte,die,Gutenachtgeschichten,Gutenachtgeschichte,76,
11831,Kriterium,das,Kriterien,Kriteriums,76,
11832,Stiefbruder,der,Stiefbrüder,Stiefbruders,76,
11833,Fanclub,der,Fanclubs,Fanclubs,76,
11834,Bandwurm,der,Bandwürmer,Bandwurmes,76,
11835,Administration,die,Administrationen,Administration,76,
